,name,wl,opponent,finish,date,location,weight,moneyline,bet_outcome,nationality,Lstreak,WinTKO,WinDecision
2966,Tim Means,1,Dhiego Lima,TKO,2015-02-28,"Los Angeles, California",Lightweight/Welterweight/Middleweight,-140.0,100.0,American,0.0,1.0,3.0
2967,Tim Means,1,Marcio Alexandre Jr.,Decision,2014-12-20,Barueri,Lightweight/Welterweight/Middleweight,-290.0,100.0,American,0.0,1.0,2.0
2968,Tim Means,1,Hernani Perpetuo,Decision,2014-07-26,"San Jose, California",Lightweight/Welterweight/Middleweight,-305.0,100.0,American,3.0,1.0,1.0
2969,Tim Means,0,Neil Magny,Decision,2014-05-10,"Cincinnati, Ohio",Lightweight/Welterweight/Middleweight,-185.0,-185.0,American,2.0,1.0,1.0
2970,Tim Means,0,Danny Castillo,Decision,2013-07-27,"Seattle, Washington",Lightweight/Welterweight/Middleweight,125.0,-100.0,American,1.0,1.0,1.0
2971,Tim Means,0,Jorge Masvidal,Decision,2013-04-20,"San Jose, California",Lightweight/Welterweight/Middleweight,125.0,-100.0,American,0.0,1.0,1.0
2972,Tim Means,1,Justin Salas,TKO,2012-06-08,"Sunrise, Florida",Lightweight/Welterweight/Middleweight,-200.0,100.0,American,0.0,0.0,1.0
2973,Tim Means,1,Bernardo Magalhaes,Decision,2012-02-15,"Omaha, Nebraska",Lightweight/Welterweight/Middleweight,190.0,190.0,American,0.0,0.0,0.0
2974,Gasan Umalatov,0,Cathal Pendred,Decision,2014-10-04,Stockholm,Welterweight,-110.0,-110.0,Russian,0.0,0.0,1.0
2975,Gasan Umalatov,1,Paulo Thiago,Decision,2014-05-31,Sao Paulo,Welterweight,160.0,160.0,Russian,1.0,0.0,0.0
2976,Gasan Umalatov,0,Neil Magny,Decision,2014-02-01,"Newark, New Jersey",Welterweight,-165.0,-165.0,Russian,0.0,0.0,0.0
2977,Piotr Hallmann,0,Magomed Mustafaev,TKO,2015-06-20,Berlin,Lightweight,-140.0,-140.0,Polish,1.0,0.0,0.0
2978,Piotr Hallmann,0,Gleison Tibau,Decision,2014-09-13,Brasilia,Lightweight,150.0,-100.0,Polish,0.0,0.0,0.0
2979,Piotr Hallmann,1,Yves Edwards,Submission,2014-06-07,"Albuquerque, New Mexico",Lightweight,-175.0,100.0,Polish,1.0,0.0,0.0
2980,Piotr Hallmann,0,Al Iaquinta,Decision,2013-10-26,Manchester,Lightweight,-115.0,-115.0,Polish,0.0,0.0,0.0
2981,Piotr Hallmann,1,Francisco Trinaldo,Submission,2013-09-04,Belo Horizonte,Lightweight,180.0,180.0,Polish,0.0,0.0,0.0
2982,Michihiro Omigawa,0,Manvel Gamburyan,Decision,2012-08-04,"Los Angeles, California",Featherweight/Lightweight,120.0,-100.0,Japanese,1.0,0.0,1.0
2983,Michihiro Omigawa,0,Yuri Alcantara,Decision,2012-01-14,Rio de Janeiro,Featherweight/Lightweight,-107.0,-107.0,Japanese,0.0,0.0,1.0
2984,Michihiro Omigawa,1,Jason Young,Decision,2011-11-05,Birmingham,Featherweight/Lightweight,-500.0,100.0,Japanese,4.0,0.0,0.0
2985,Michihiro Omigawa,0,Darren Elkins,Decision,2011-06-11,"Vancouver, British Columbia",Featherweight/Lightweight,-325.0,-325.0,Japanese,3.0,0.0,0.0
2986,Michihiro Omigawa,0,Chad Mendes,Decision,2011-02-05,"Las Vegas, Nevada",Featherweight/Lightweight,205.0,-100.0,Japanese,2.0,0.0,0.0
2987,Michihiro Omigawa,0,Thiago Tavares,Decision,2008-01-23,"Las Vegas, Nevada",Featherweight/Lightweight,400.0,-100.0,Japanese,1.0,0.0,0.0
2988,Michihiro Omigawa,0,Matt Wiman,Decision,2007-09-22,"Anaheim, California",Featherweight/Lightweight,265.0,-100.0,Japanese,0.0,0.0,0.0
2989,Mairbek Taisumov,1,Alan Patrick,TKO,2015-06-20,Berlin,Lightweight,-140.0,100.0,"Chechen
Austrian",0.0,2.0,1.0
2990,Mairbek Taisumov,1,Anthony Christodoulou,TKO,2015-01-24,Stockholm,Lightweight,-505.0,100.0,"Chechen
Austrian",0.0,1.0,1.0
2991,Mairbek Taisumov,1,Marcin Bandel,TKO,2014-10-04,Stockholm,Lightweight,-215.0,100.0,"Chechen
Austrian",1.0,0.0,1.0
2992,Mairbek Taisumov,0,Michel Prazeres,Decision,2014-03-23,Natal,Lightweight,-185.0,-185.0,"Chechen
Austrian",0.0,0.0,1.0
2993,Mairbek Taisumov,1,Tae Hyun Bang,Decision,2014-01-04,Marina Bay,Lightweight,-305.0,100.0,"Chechen
Austrian",0.0,0.0,0.0
2998,Nordine Taleb,0,Warlley Alves,Submission,2015-08-01,Rio de Janeiro,Welterweight/Middleweight,170.0,-100.0,France,0.0,0.0,3.0
2999,Nordine Taleb,1,Chris Clements,Decision,2015-04-25,"Montreal, Quebec",Welterweight/Middleweight,-215.0,100.0,France,0.0,0.0,2.0
3000,Nordine Taleb,1,Li Jingliang,Decision,2014-10-04,"Halifax, Nova Scotia",Welterweight/Middleweight,-350.0,100.0,France,0.0,0.0,1.0
3001,Nordine Taleb,1,Vik Grujic,Decision,2014-04-16,"Quebec City, Quebec",Welterweight/Middleweight,-270.0,100.0,France,0.0,0.0,0.0
3002,Alexis Davis,1,Sarah Kaufman,Submission,2015-04-25,"Montreal, Quebec",Bantamweight,175.0,175.0,Canadian,1.0,0.0,3.0
3003,Alexis Davis,0,Ronda Rousey,TKO,2014-07-05,"Las Vegas, Nevada",Bantamweight,445.0,-100.0,Canadian,0.0,0.0,3.0
3004,Alexis Davis,1,Jessica Eye,Decision,2014-02-22,"Las Vegas, Nevada",Bantamweight,-185.0,100.0,Canadian,0.0,0.0,2.0
3005,Alexis Davis,1,Liz Carmouche,Decision,2013-11-06,Fort Campbell,Bantamweight,135.0,135.0,Canadian,0.0,0.0,1.0
3006,Alexis Davis,1,Rosi Sexton,Decision,2013-06-15,"Winnipeg, Manitoba",Bantamweight,-380.0,100.0,Canadian,0.0,0.0,0.0
3007,Kris McCray,0,John Hathaway,Decision,2011-03-26,"Seattle, Washington",Welterweight/Middleweight,220.0,-100.0,American,2.0,0.0,0.0
3008,Kris McCray,0,Carlos Eduardo Rocha,Submission,2010-11-13,Oberhausen,Welterweight/Middleweight,-125.0,-125.0,American,1.0,0.0,0.0
3009,Kris McCray,0,Court McGee,Submission,2010-06-19,Las Vegas,Welterweight/Middleweight,155.0,-100.0,American,0.0,0.0,0.0
3010,Christos Giagos,0,Chris Wade,Decision,2015-06-06,"New Orleans, Louisiana",Lightweight,175.0,-100.0,American,0.0,0.0,0.0
3011,Christos Giagos,1,Jorge de Oliveira,Submission,2015-03-21,Rio de Janeiro,Lightweight,-190.0,100.0,American,1.0,0.0,0.0
3012,Christos Giagos,0,Gilbert Burns,Submission,2014-10-25,Rio de Janeiro,Lightweight,250.0,-100.0,American,0.0,0.0,0.0
3013,Matt Hobar,0,Sergio Pettis,Decision,2014-12-06,"Las Vegas, Nevada",Bantamweight,200.0,-100.0,American,0.0,0.0,1.0
3014,Matt Hobar,1,Aaron Phillips,Decision,2014-08-23,"Tulsa, Oklahoma",Bantamweight,-230.0,100.0,American,1.0,0.0,0.0
3015,Matt Hobar,0,Pedro Munhoz,TKO,2014-05-31,Sao Paulo,Bantamweight,185.0,-100.0,American,0.0,0.0,0.0
3017,Elias Silverio,0,Rashid Magomedov,TKO,2014-12-20,Barueri,Lightweight/Welterweight,-115.0,-115.0,Brazil,0.0,0.0,2.0
3019,Elias Silverio,1,Ernest Chavez,Submission,2014-05-31,Sao Paulo,Lightweight/Welterweight,-350.0,100.0,Brazil,0.0,0.0,2.0
3020,Elias Silverio,1,Isaac Vallie-Flagg,Decision,2014-01-15,"Duluth, Georgia",Lightweight/Welterweight,125.0,125.0,Brazil,0.0,0.0,1.0
3021,Elias Silverio,1,Joao Zeferino,Decision,2013-09-04,Belo Horizonte,Lightweight/Welterweight,-150.0,100.0,Brazil,0.0,0.0,0.0
3022,Paul Redmond,0,Robert Whiteford,TKO,2015-07-18,Glasgow,Featherweight/Lightweight,135.0,-100.0,Irish,1.0,0.0,0.0
3023,Paul Redmond,0,Mirsad Bektic,Decision,2015-01-24,Stockholm,Featherweight/Lightweight,250.0,-100.0,Irish,0.0,0.0,0.0
3024,Ryan Bader,1,Phil Davis,Decision,2015-01-24,Stockholm,Light Heavyweight/Heavyweight,165.0,165.0,American,0.0,3.0,7.0
3025,Ryan Bader,1,Ovince Saint Preux,Decision,2014-08-16,"Bangor, Maine",Light Heavyweight/Heavyweight,-210.0,100.0,American,0.0,3.0,6.0
3026,Ryan Bader,1,Rafael Cavalcante,Decision,2014-06-14,"Vancouver, British Columbia",Light Heavyweight/Heavyweight,-165.0,100.0,American,0.0,3.0,5.0
3027,Ryan Bader,1,Anthony Perosh,Decision,2013-12-07,Brisbane,Light Heavyweight/Heavyweight,-303.0,100.0,American,1.0,3.0,4.0
3028,Ryan Bader,0,Glover Teixeira,TKO,2013-09-04,Belo Horizonte,Light Heavyweight/Heavyweight,175.0,-100.0,American,0.0,3.0,4.0
3029,Ryan Bader,1,Vladimir Matyushenko,Submission,2013-01-26,"Chicago, Illinois",Light Heavyweight/Heavyweight,-610.0,100.0,American,1.0,3.0,4.0
3030,Ryan Bader,0,Lyoto Machida,TKO,2012-08-04,"Los Angeles, California",Light Heavyweight/Heavyweight,230.0,-100.0,American,0.0,3.0,4.0
3031,Ryan Bader,1,Quinton Jackson,Decision,2012-02-26,Saitama,Light Heavyweight/Heavyweight,155.0,155.0,American,0.0,3.0,3.0
3032,Ryan Bader,1,Jason Brilz,TKO,2011-11-19,"San Jose, California",Light Heavyweight/Heavyweight,-305.0,100.0,American,2.0,2.0,3.0
3033,Ryan Bader,0,Tito Ortiz,Submission,2011-07-02,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-305.0,-305.0,American,1.0,2.0,3.0
3034,Ryan Bader,0,Jon Jones,Submission,2011-02-05,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,170.0,-100.0,American,0.0,2.0,3.0
3035,Ryan Bader,1,Antonio Rogerio Nogueira,Decision,2010-09-25,"Indianapolis, Indiana",Light Heavyweight/Heavyweight,-105.0,100.0,American,0.0,2.0,2.0
3036,Ryan Bader,1,Keith Jardine,TKO,2010-02-21,Sydney,Light Heavyweight/Heavyweight,140.0,140.0,American,0.0,1.0,2.0
3037,Ryan Bader,1,Eric Schafer,Decision,2009-10-24,"Los Angeles, California",Light Heavyweight/Heavyweight,-340.0,100.0,American,0.0,1.0,1.0
3038,Ryan Bader,1,Carmelo Marrero,Decision,2009-04-01,"Nashville, Tennessee",Light Heavyweight/Heavyweight,-325.0,100.0,American,0.0,1.0,0.0
3039,Ryan Bader,1,Vinny Magalhaes,TKO,2008-12-13,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-280.0,100.0,American,0.0,0.0,0.0
3040,James Krause,1,Daron Cruickshank,Submission,2015-07-25,"Chicago, Illinois",Lightweight/Welterweight,165.0,165.0,American,2.0,1.0,0.0
3041,James Krause,0,Valmir Lazaro,Decision,2015-02-28,"Los Angeles, California",Lightweight/Welterweight,-160.0,-160.0,American,1.0,1.0,0.0
3042,James Krause,0,Jorge Masvidal,Decision,2014-09-27,"Las Vegas, Nevada",Lightweight/Welterweight,328.0,-100.0,American,0.0,1.0,0.0
3043,James Krause,1,Jamie Varner,TKO,2014-05-24,"Las Vegas, Nevada",Lightweight/Welterweight,100.0,100.0,American,1.0,0.0,0.0
3044,James Krause,0,Bobby Green,TKO,2013-11-06,Fort Campbell,Lightweight/Welterweight,100.0,-100.0,American,0.0,0.0,0.0
3045,James Krause,1,Sam Stout,Submission,2013-06-15,"Winnipeg, Manitoba",Lightweight/Welterweight,185.0,185.0,American,0.0,0.0,0.0
3046,Daniel Sarafian,1,Antonio dos Santos,TKO,2014-12-20,Barueri,Welterweight/Middleweight,-170.0,100.0,Brazilian Armenian,2.0,0.0,0.0
3047,Daniel Sarafian,0,Kiichi Kunimoto,Submission,2014-06-14,"Vancouver, British Columbia",Welterweight/Middleweight,-305.0,-305.0,Brazilian Armenian,1.0,0.0,0.0
3048,Daniel Sarafian,0,Cezar Ferreira,Decision,2013-11-09,Goiania,Welterweight/Middleweight,-115.0,-115.0,Brazilian Armenian,0.0,0.0,0.0
3049,Daniel Sarafian,1,Eddie Mendez,Submission,2013-06-08,Fortaleza,Welterweight/Middleweight,-270.0,100.0,Brazilian Armenian,1.0,0.0,0.0
3050,Daniel Sarafian,0,C.B. Dollaway,Decision,2013-01-19,Sao Paulo,Welterweight/Middleweight,140.0,-100.0,Brazilian Armenian,0.0,0.0,0.0
3051,Akbarh Arreola,0,Francisco Trinaldo,Decision,2015-03-21,Rio de Janeiro,Lightweight/Welterweight,200.0,-100.0,Mexican,0.0,0.0,0.0
3052,Akbarh Arreola,1,Yves Edwards,Submission,2014-11-22,"Austin, Texas",Lightweight/Welterweight,160.0,160.0,Mexican,1.0,0.0,0.0
3053,Akbarh Arreola,0,Tiago dos Santos,Decision,2014-07-26,"San Jose, California",Lightweight/Welterweight,145.0,-100.0,Mexican,0.0,0.0,0.0
3054,Mark Holst,0,Paul Sass,Submission,2010-10-16,London,Lightweight/Welterweight,185.0,-100.0,Canadian,1.0,0.0,0.0
3055,Mark Holst,0,John Gunderson,Decision,2010-06-19,Las Vegas,Lightweight/Welterweight,300.0,-100.0,Canadian,0.0,0.0,0.0
3056,Aaron Riley,0,Justin Salas,Decision,2013-07-27,"Seattle, Washington",Lightweight/Welterweight,150.0,-100.0,American,1.0,0.0,3.0
3057,Aaron Riley,0,Tony Ferguson,TKO,2011-09-24,"Denver, Colorado",Lightweight/Welterweight,185.0,-100.0,American,0.0,0.0,3.0
3058,Aaron Riley,1,Joe Brammer,Decision,2010-05-29,Las Vegas,Lightweight/Welterweight,-175.0,100.0,American,1.0,0.0,2.0
3059,Aaron Riley,0,Ross Pearson,TKO,2009-11-14,Manchester,Lightweight/Welterweight,-230.0,-230.0,American,0.0,0.0,2.0
3060,Aaron Riley,1,Shane Nelson,Decision,2009-08-08,"Philadelphia, Pennsylvania",Lightweight/Welterweight,-118.0,100.0,American,1.0,0.0,1.0
3061,Aaron Riley,0,Shane Nelson,TKO,2009-03-07,"Columbus, Ohio",Lightweight/Welterweight,-280.0,-280.0,American,0.0,0.0,1.0
3062,Aaron Riley,1,Jorge Gurgel,Decision,2008-11-15,"Las Vegas, Nevada",Lightweight/Welterweight,145.0,145.0,American,0.0,0.0,0.0
3063,Yosdenis Cedeno,0,Cody Pfister,Decision,2015-07-11,"Las Vegas, Nevada",Lightweight,-190.0,-190.0,Cuban,1.0,1.0,0.0
3064,Yosdenis Cedeno,0,Chad Laprise,Decision,2014-10-04,"Halifax, Nova Scotia",Lightweight,220.0,-100.0,Cuban,0.0,1.0,0.0
3065,Yosdenis Cedeno,1,Jerrod Sanders,TKO,2014-07-16,"Atlantic City, New Jersey",Lightweight,130.0,130.0,Cuban,1.0,0.0,0.0
3066,Yosdenis Cedeno,0,Ernest Chavez,Decision,2014-02-22,"Las Vegas, Nevada",Lightweight,-230.0,-230.0,Cuban,0.0,0.0,0.0
3067,Carla Esparza,0,Joanna Jedrzejczyk,TKO,2015-03-14,"Dallas, Texas",Strawweight,-185.0,-185.0,American,0.0,0.0,0.0
3068,Carla Esparza,1,Rose Namajunas,Submission,2014-12-12,"Las Vegas, Nevada",Strawweight,-130.0,100.0,American,0.0,0.0,0.0
3069,Anthony Johnson,0,Daniel Cormier,,2015-05-23,"Las Vegas, Nevada",Welterweight/Middleweight/Heavyweight,136.0,-100.0,American,0.0,7.0,2.0
3070,Anthony Johnson,1,Alexander Gustafsson,TKO,2015-01-24,Stockholm,Welterweight/Middleweight/Heavyweight,150.0,150.0,American,0.0,6.0,2.0
3071,Anthony Johnson,1,Antonio Rogerio Nogueira,TKO,2014-07-26,"San Jose, California",Welterweight/Middleweight/Heavyweight,-475.0,100.0,American,0.0,5.0,2.0
3072,Anthony Johnson,1,Phil Davis,Decision,2014-04-26,"Baltimore, Maryland",Welterweight/Middleweight/Heavyweight,150.0,150.0,American,1.0,5.0,1.0
3073,Anthony Johnson,0,Vitor Belfort,Submission,2012-01-14,Rio de Janeiro,Welterweight/Middleweight/Heavyweight,130.0,-100.0,American,0.0,5.0,1.0
3074,Anthony Johnson,1,Charlie Brenneman,TKO,2011-10-01,"Washington, D.C.",Welterweight/Middleweight/Heavyweight,-205.0,100.0,American,0.0,4.0,1.0
3075,Anthony Johnson,1,Dan Hardy,Decision,2011-03-26,"Seattle, Washington",Welterweight/Middleweight/Heavyweight,-120.0,100.0,American,1.0,4.0,0.0
3076,Anthony Johnson,0,Josh Koscheck,Submission,2009-11-21,"Las Vegas, Nevada",Welterweight/Middleweight/Heavyweight,155.0,-100.0,American,0.0,4.0,0.0
3077,Anthony Johnson,1,Yoshiyuki Yoshida,TKO,2009-10-24,Los Angeles,Welterweight/Middleweight/Heavyweight,-275.0,100.0,American,0.0,3.0,0.0
3078,Anthony Johnson,1,Luigi Fioravanti,TKO,2009-02-07,"Tampa, Florida",Welterweight/Middleweight/Heavyweight,-300.0,100.0,American,0.0,2.0,0.0
3079,Anthony Johnson,1,Kevin Burns,TKO,2008-12-13,"Las Vegas, Nevada",Welterweight/Middleweight/Heavyweight,-245.0,100.0,American,1.0,1.0,0.0
3080,Anthony Johnson,0,Kevin Burns,TKO,2008-07-19,"Las Vegas, Nevada",Welterweight/Middleweight/Heavyweight,-345.0,-345.0,American,0.0,1.0,0.0
3081,Anthony Johnson,1,Tom Speer,TKO,2008-04-02,"Broomfield, Colorado",Welterweight/Middleweight/Heavyweight,230.0,230.0,American,1.0,0.0,0.0
3082,Anthony Johnson,0,Rich Clementi,Submission,2007-09-22,"Anaheim, California",Welterweight/Middleweight/Heavyweight,-175.0,-175.0,American,0.0,0.0,0.0
3083,Ivan Jorge,0,Joseph Duffy,Submission,2015-07-18,Glasgow,Lightweight,435.0,-100.0,Brazillian,0.0,0.0,2.0
3084,Ivan Jorge,1,Josh Shockley,Decision,2015-02-22,Porto Alegre,Lightweight,-180.0,100.0,Brazillian,1.0,0.0,1.0
3085,Ivan Jorge,0,Rodrigo Damm,Decision,2014-02-15,Jaragua do Sul,Lightweight,-135.0,-135.0,Brazillian,0.0,0.0,1.0
3086,Ivan Jorge,1,Keith Wisniewski,Decision,2013-09-04,Belo Horizonte,Lightweight,-130.0,100.0,Brazillian,0.0,0.0,0.0
3087,Milton Vieira,0,Godofredo Pepey,Decision,2013-01-19,Sao Paulo,Featherweight/Lightweight,-215.0,-215.0,Brazilian,0.0,0.0,0.0
3089,Keith Jardine,0,Matt Hamill,Decision,2010-06-19,"Las Vegas, Nevada",Middleweight/Heavyweight,130.0,-100.0,American,3.0,0.0,2.0
3090,Keith Jardine,0,Ryan Bader,TKO,2010-02-21,Sydney,Middleweight/Heavyweight,-170.0,-170.0,American,2.0,0.0,2.0
3091,Keith Jardine,0,Thiago Silva,TKO,2009-08-29,"Portland, Oregon",Middleweight/Heavyweight,-260.0,-260.0,American,1.0,0.0,2.0
3092,Keith Jardine,0,Quinton Jackson,Decision,2009-03-07,"Columbus, Ohio",Middleweight/Heavyweight,190.0,-100.0,American,0.0,0.0,2.0
3093,Keith Jardine,1,Brandon Vera,Decision,2008-10-18,Birmingham,Middleweight/Heavyweight,135.0,135.0,American,1.0,0.0,1.0
3094,Keith Jardine,0,Wanderlei Silva,TKO,2008-05-24,"Las Vegas, Nevada",Middleweight/Heavyweight,115.0,-100.0,American,0.0,0.0,1.0
3095,Keith Jardine,1,Chuck Liddell,Decision,2007-09-22,"Anaheim, California",Middleweight/Heavyweight,225.0,225.0,American,0.0,0.0,0.0
3096,Mike Rio,0,Daron Cruickshank,TKO,2014-01-25,"Chicago, Illinois",Lightweight,160.0,-100.0,Cuban-American,2.0,0.0,0.0
3097,Mike Rio,0,Tony Ferguson,Submission,2013-10-19,"Houston, Texas",Lightweight,240.0,-100.0,Cuban-American,1.0,0.0,0.0
3098,Mike Rio,0,Francisco Trinaldo,Submission,2013-05-18,Jaragua do Sul,Lightweight,265.0,-100.0,Cuban-American,0.0,0.0,0.0
3099,Mike Rio,1,John Cofer,Submission,2012-12-15,"Las Vegas, Nevada",Lightweight,-200.0,100.0,Cuban-American,0.0,0.0,0.0
3100,Brock Larson,0,Brian Foster,TKO,2009-11-21,"Las Vegas, Nevada",Welterweight/Middleweight,-600.0,-600.0,American,1.0,0.0,0.0
3101,Brock Larson,0,Mike Pierce,Decision,2009-09-16,"Oklahoma City, Oklahoma",Welterweight/Middleweight,-650.0,-650.0,American,0.0,0.0,0.0
3102,Brock Larson,1,Mike Pyle,Submission,2009-05-23,"Las Vegas, Nevada",Welterweight/Middleweight,-420.0,100.0,American,0.0,0.0,0.0
3103,Brock Larson,1,Jesse Sanders,Submission,2009-04-01,"Nashville, Tennessee",Welterweight/Middleweight,-714.0,100.0,American,0.0,0.0,0.0
3104,Jeremy Stephens,1,Dennis Bermudez,TKO,2015-07-11,"Las Vegas, Nevada",Featherweight/Lightweight,150.0,150.0,American,2.0,5.0,5.0
3105,Jeremy Stephens,0,Charles Oliveira,Decision,2014-12-12,"Las Vegas, Nevada",Featherweight/Lightweight,-125.0,-125.0,American,1.0,5.0,5.0
3106,Jeremy Stephens,0,Cub Swanson,Decision,2014-06-28,"San Antonio, Texas",Featherweight/Lightweight,150.0,-100.0,American,0.0,5.0,5.0
3107,Jeremy Stephens,1,Darren Elkins,Decision,2014-01-25,"Chicago, Illinois",Featherweight/Lightweight,-130.0,100.0,American,0.0,5.0,4.0
3108,Jeremy Stephens,1,Rony Jason,TKO,2013-11-09,Goiania,Featherweight/Lightweight,115.0,115.0,American,0.0,4.0,4.0
3109,Jeremy Stephens,1,Estevan Payan,Decision,2013-05-25,"Las Vegas, Nevada",Featherweight/Lightweight,-230.0,100.0,American,3.0,4.0,3.0
3110,Jeremy Stephens,0,Yves Edwards,TKO,2012-12-08,"Seattle, Washington",Featherweight/Lightweight,-220.0,-220.0,American,2.0,4.0,3.0
3111,Jeremy Stephens,0,Donald Cerrone,Decision,2012-05-15,"Fairfax, Virginia",Featherweight/Lightweight,200.0,-100.0,American,1.0,4.0,3.0
3112,Jeremy Stephens,0,Anthony Pettis,Decision,2011-10-08,"Houston, Texas",Featherweight/Lightweight,225.0,-100.0,American,0.0,4.0,3.0
3113,Jeremy Stephens,1,Danny Downes,Decision,2011-06-04,"Las Vegas, Nevada",Featherweight/Lightweight,-260.0,100.0,American,0.0,4.0,2.0
3114,Jeremy Stephens,1,Marcus Davis,TKO,2011-01-01,"Las Vegas, Nevada",Featherweight/Lightweight,110.0,110.0,American,1.0,3.0,2.0
3115,Jeremy Stephens,0,Melvin Guillard,Decision,2010-09-25,"Indianapolis, Indiana",Featherweight/Lightweight,135.0,-100.0,American,0.0,3.0,2.0
3116,Jeremy Stephens,1,Sam Stout,Decision,2010-05-08,"Montreal, Quebec",Featherweight/Lightweight,195.0,195.0,American,0.0,3.0,1.0
3117,Jeremy Stephens,1,Justin Buchholz,TKO,2009-09-16,"Oklahoma City, Oklahoma",Featherweight/Lightweight,-240.0,100.0,American,2.0,2.0,1.0
3118,Jeremy Stephens,0,Gleison Tibau,Decision,2009-04-01,"Nashville, Tennessee",Featherweight/Lightweight,100.0,-100.0,American,1.0,2.0,1.0
3119,Jeremy Stephens,0,Joe Lauzon,Submission,2009-02-07,"Tampa, Florida",Featherweight/Lightweight,155.0,-100.0,American,0.0,2.0,1.0
3120,Jeremy Stephens,1,Rafael dos Anjos,TKO,2008-11-15,"Las Vegas, Nevada",Featherweight/Lightweight,-240.0,100.0,American,1.0,1.0,1.0
3121,Jeremy Stephens,0,Spencer Fisher,Decision,2008-06-21,"Las Vegas, Nevada",Featherweight/Lightweight,155.0,-100.0,American,0.0,1.0,1.0
3122,Jeremy Stephens,1,Cole Miller,TKO,2008-01-23,"Las Vegas, Nevada",Featherweight/Lightweight,140.0,140.0,American,0.0,0.0,1.0
3123,Jeremy Stephens,1,Diego Saraiva,Decision,2007-09-22,"Anaheim, California",Featherweight/Lightweight,-170.0,100.0,American,0.0,0.0,0.0
3124,John Cholish,0,Gleison Tibau,Submission,2013-05-18,Jaragua do Sul,Lightweight,180.0,-100.0,American,1.0,1.0,0.0
3125,John Cholish,0,Danny Castillo,Decision,2012-05-05,"East Rutherford, New Jersey",Lightweight,120.0,-100.0,American,0.0,1.0,0.0
3126,John Cholish,1,Mitch Clarke,TKO,2011-12-10,"Toronto, Ontario",Lightweight,-215.0,100.0,American,0.0,0.0,0.0
3127,Warlley Alves,1,Nordine Taleb,Submission,2015-08-01,Rio de Janeiro,Welterweight/Middleweight,-230.0,100.0,Brazilian,0.0,0.0,1.0
3128,Warlley Alves,1,Alan Jouban,Decision,2014-11-08,Uberlandia,Welterweight/Middleweight,-230.0,100.0,Brazilian,0.0,0.0,0.0
3129,Warlley Alves,1,Marcio Alexandre Jr.,Submission,2014-05-31,Sao Paulo,Welterweight/Middleweight,-175.0,100.0,Brazilian,0.0,0.0,0.0
3130,Joe Stevenson,0,Javier Vazquez,Decision,2011-06-26,"Pittsburgh, Pennsylvania",Featherweight/Lightweight/Welterweight,-250.0,-250.0,American,3.0,0.0,2.0
3131,Joe Stevenson,0,Danny Castillo,Decision,2011-03-03,"Louisville, Kentucky",Featherweight/Lightweight/Welterweight,-170.0,-170.0,American,2.0,0.0,2.0
3132,Joe Stevenson,0,Mac Danzig,TKO,2010-12-11,"Montreal, Quebec",Featherweight/Lightweight/Welterweight,-290.0,-290.0,American,1.0,0.0,2.0
3133,Joe Stevenson,0,George Sotiropoulos,Decision,2010-02-21,Sydney,Featherweight/Lightweight/Welterweight,-315.0,-315.0,American,0.0,0.0,2.0
3134,Joe Stevenson,1,Spencer Fisher,Submission,2009-10-24,"Los Angeles, California",Featherweight/Lightweight/Welterweight,-200.0,100.0,American,0.0,0.0,2.0
3135,Joe Stevenson,1,Nate Diaz,Decision,2009-06-20,"Las Vegas, Nevada",Featherweight/Lightweight/Welterweight,-140.0,100.0,American,2.0,0.0,1.0
3136,Joe Stevenson,0,Diego Sanchez,Decision,2009-02-21,London,Featherweight/Lightweight/Welterweight,150.0,-100.0,American,1.0,0.0,1.0
3137,Joe Stevenson,0,Kenny Florian,Submission,2008-11-15,"Las Vegas, Nevada",Featherweight/Lightweight/Welterweight,150.0,-100.0,American,0.0,0.0,1.0
3138,Joe Stevenson,1,Gleison Tibau,Submission,2008-07-05,"Las Vegas, Nevada",Featherweight/Lightweight/Welterweight,-230.0,100.0,American,1.0,0.0,1.0
3139,Joe Stevenson,0,B.J. Penn,Submission,2008-01-19,Newcastle,Featherweight/Lightweight/Welterweight,180.0,-100.0,American,0.0,0.0,1.0
3140,Joe Stevenson,1,Kurt Pellegrino,Decision,2007-08-25,"Las Vegas, Nevada",Featherweight/Lightweight/Welterweight,-175.0,100.0,American,0.0,0.0,0.0
3141,Randy Couture,0,Lyoto Machida,TKO,2011-04-30,"Toronto, Ontario, Canada",Heavyweight,165.0,-100.0,American,0.0,1.0,1.0
3142,Randy Couture,1,James Toney,Submission,2010-08-28,"Boston, Massachusetts, United States",Heavyweight,-575.0,100.0,American,0.0,1.0,1.0
