,name,wl,opponent,finish,date,location,weight,moneyline,bet_outcome,nationality,Lstreak,WinTKO,WinDecision
1501,Chris Weidman,1,Jesse Bongfeldt,Submission,2011-06-11,"Vancouver, British Columbia",Middleweight,-200.0,100.0,American,0.0,0.0,1.0
1502,Chris Weidman,1,Alessio Sakara,Decision,2011-03-03,"Louisville, Kentucky",Middleweight,-110.0,100.0,American,0.0,0.0,0.0
1503,Bobby Voelker,0,Lance Benoist,Decision,2014-06-07,"Albuquerque, New Mexico",Welterweight,-280.0,-280.0,American,3.0,0.0,0.0
1504,Bobby Voelker,0,William Macario,Decision,2013-12-28,"Las Vegas, Nevada",Welterweight,-150.0,-150.0,American,2.0,0.0,0.0
1505,Bobby Voelker,0,Robbie Lawler,TKO,2013-07-27,"Seattle, Washington",Welterweight,250.0,-100.0,American,1.0,0.0,0.0
1506,Bobby Voelker,0,Patrick Cote,Decision,2013-03-16,"Montreal, Quebec",Welterweight,140.0,-100.0,American,0.0,0.0,0.0
1507,Leonardo Santos,1,Tony Martin,Submission,2015-03-21,Rio de Janeiro,Lightweight/Welterweight,-180.0,100.0,Brazilian,0.0,0.0,1.0
1508,Leonardo Santos,1,Efrain Escudero,Decision,2014-09-13,Brasilia,Lightweight/Welterweight,-150.0,100.0,Brazilian,0.0,0.0,0.0
1511,Vik Grujic,0,Brendan O'Reilly,Decision,2015-05-10,Adelaide,Welterweight/Middleweight,-150.0,-150.0,Australian,1.0,1.0,0.0
1512,Vik Grujic,0,Chris Clements,TKO,2014-11-08,Sydney,Welterweight/Middleweight,-115.0,-115.0,Australian,0.0,1.0,0.0
1513,Vik Grujic,1,Chris Indich,TKO,2014-06-28,Auckland,Welterweight/Middleweight,-115.0,100.0,Australian,1.0,0.0,0.0
1514,Vik Grujic,0,Nordine Taleb,Decision,2014-04-16,"Quebec City, Quebec",Welterweight/Middleweight,190.0,-100.0,Australian,0.0,0.0,0.0
1515,Marvin Eastman,0,Drew McFedries,TKO,2008-06-21,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-120.0,-120.0,American,0.0,0.0,1.0
1516,Marvin Eastman,1,Terry Martin,Decision,2008-02-02,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,190.0,190.0,American,0.0,0.0,0.0
1517,Gilbert Yvel,0,Jon Madsen,TKO,2010-10-23,"Anaheim, California",Light Heavyweight/Heavyweight,-105.0,-105.0,Dutch,2.0,0.0,0.0
1518,Gilbert Yvel,0,Ben Rothwell,Decision,2010-06-12,Vancouver,Light Heavyweight/Heavyweight,110.0,-100.0,Dutch,1.0,0.0,0.0
1519,Gilbert Yvel,0,Junior dos Santos,TKO,2010-01-02,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,280.0,-100.0,Dutch,0.0,0.0,0.0
1520,Andrei Arlovski,1,Travis Browne,TKO,2015-05-23,"Las Vegas, Nevada",Heavyweight,285.0,285.0,Belarusian,0.0,2.0,1.0
1521,Andrei Arlovski,1,Antonio Silva,TKO,2014-09-13,Brasilia,Heavyweight,180.0,180.0,Belarusian,0.0,1.0,1.0
1522,Andrei Arlovski,1,Brendan Schaub,Decision,2014-06-14,"Vancouver, British Columbia",Heavyweight,-140.0,100.0,Belarusian,0.0,1.0,0.0
1523,Andrei Arlovski,1,Jake O'Brien,TKO,2008-03-01,"Columbus, Ohio",Heavyweight,-365.0,100.0,Belarusian,0.0,0.0,0.0
1524,Samy Schiavo,0,Per Eklund,Submission,2008-10-18,Birmingham,Lightweight,160.0,-100.0,French,1.0,0.0,0.0
1525,Samy Schiavo,0,Clay Guida,TKO,2008-04-02,"Broomfield, Colorado",Lightweight,400.0,-100.0,French,0.0,0.0,0.0
1526,Tatsuya Kawajiri,1,Dennis Siver,Decision,2015-06-20,Berlin,Featherweight/Lightweight,-105.0,100.0,Japanese,1.0,0.0,0.0
1527,Tatsuya Kawajiri,0,Clay Guida,Decision,2014-04-11,Abu Dhabi,Featherweight/Lightweight,-155.0,-155.0,Japanese,0.0,0.0,0.0
1528,Tatsuya Kawajiri,1,Sean Soriano,Submission,2014-01-04,Marina Bay,Featherweight/Lightweight,-210.0,100.0,Japanese,0.0,0.0,0.0
1529,Evan Tanner,0,Yushin Okami,TKO,2008-03-01,"Columbus, Ohio",Middleweight/Light Heavyweight/Heavyweight,-115.0,-115.0,American,0.0,0.0,0.0
1530,Corey Anderson,0,Gian Villante,TKO,2015-04-18,"Newark, New Jersey",,-230.0,-230.0,American,0.0,1.0,1.0
1531,Corey Anderson,1,Justin Jones,Decision,2014-12-06,"Las Vegas, Nevada",,-385.0,100.0,American,0.0,1.0,0.0
1532,Corey Anderson,1,Matt Van Buren,TKO,2014-07-06,"Las Vegas, Nevada",,-160.0,100.0,American,0.0,0.0,0.0
1538,Gegard Mousasi,1,Costas Philippou,Decision,2015-05-16,Pasay,Middleweight/Light Heavyweight/Heavyweight,-555.0,100.0,Dutch,0.0,1.0,1.0
1539,Gegard Mousasi,1,Dan Henderson,TKO,2015-01-24,Stockholm,Middleweight/Light Heavyweight/Heavyweight,-350.0,100.0,Dutch,1.0,0.0,1.0
1540,Gegard Mousasi,0,Ronaldo Souza,Submission,2014-09-05,"Ledyard, Connecticut",Middleweight/Light Heavyweight/Heavyweight,160.0,-100.0,Dutch,0.0,0.0,1.0
1541,Gegard Mousasi,1,Mark Munoz,Submission,2014-05-31,Berlin,Middleweight/Light Heavyweight/Heavyweight,-210.0,100.0,Dutch,1.0,0.0,1.0
1542,Gegard Mousasi,0,Lyoto Machida,Decision,2014-02-15,Jaragua do Sul,Middleweight/Light Heavyweight/Heavyweight,260.0,-100.0,Dutch,0.0,0.0,1.0
1543,Gegard Mousasi,1,Ilir Latifi,Decision,2013-04-06,Stockholm,Middleweight/Light Heavyweight/Heavyweight,-2000.0,100.0,Dutch,0.0,0.0,0.0
1544,Luis Ramos,0,Matt Brown,TKO,2012-06-22,"Atlantic City, New Jersey",Welterweight,190.0,-100.0, Brazilian,1.0,0.0,0.0
1545,Luis Ramos,0,Erick Silva,TKO,2011-08-27,Rio de Janeiro,Welterweight,215.0,-100.0, Brazilian,0.0,0.0,0.0
1547,Olivier Aubin-Mercier,1,David Michaud,Submission,2015-04-25,"Montreal, Quebec",Lightweight,-380.0,100.0,Canadian,0.0,0.0,0.0
1548,Olivier Aubin-Mercier,1,Jake Lindsey,Submission,2014-10-04,"Halifax, Nova Scotia",Lightweight,-290.0,100.0,Canadian,1.0,0.0,0.0
1549,Olivier Aubin-Mercier,0,Chad Laprise,Decision,2014-04-16,"Quebec City, Quebec",Lightweight,110.0,-100.0,Canadian,0.0,0.0,0.0
1550,Yushin Okami,0,Ronaldo Souza,TKO,2013-09-04,Belo Horizonte,Middleweight,160.0,-100.0,Japanese,0.0,3.0,6.0
1551,Yushin Okami,1,Hector Lombard,Decision,2013-03-03,"Saitama, Saitama",Middleweight,170.0,170.0,Japanese,0.0,3.0,5.0
1552,Yushin Okami,1,Alan Belcher,Decision,2012-12-29,"Las Vegas, Nevada",Middleweight,-170.0,100.0,Japanese,0.0,3.0,4.0
1553,Yushin Okami,1,Buddy Roberts,TKO,2012-08-11,"Denver, Colorado",Middleweight,-320.0,100.0,Japanese,2.0,2.0,4.0
1554,Yushin Okami,0,Tim Boetsch,TKO,2012-02-26,"Saitama, Saitama",Middleweight,-285.0,-285.0,Japanese,1.0,2.0,4.0
1555,Yushin Okami,0,Anderson Silva,TKO,2011-08-27,Rio de Janeiro,Middleweight,325.0,-100.0,Japanese,0.0,2.0,4.0
1556,Yushin Okami,1,Nate Marquardt,Decision,2010-11-13,Oberhausen,Middleweight,145.0,145.0,Japanese,0.0,2.0,3.0
1557,Yushin Okami,1,Mark Munoz,Decision,2010-08-01,"San Diego, California",Middleweight,-145.0,100.0,Japanese,0.0,2.0,2.0
1558,Yushin Okami,1,Lucio Linhares,TKO,2010-03-31,"Charlotte, North Carolina",Middleweight,-365.0,100.0,Japanese,1.0,1.0,2.0
1559,Yushin Okami,0,Chael Sonnen,Decision,2009-10-24,"Los Angeles, California",Middleweight,-240.0,-240.0,Japanese,0.0,1.0,2.0
1560,Yushin Okami,1,Dean Lister,Decision,2008-12-27,"Las Vegas, Nevada",Middleweight,-350.0,100.0,Japanese,0.0,1.0,1.0
1561,Yushin Okami,1,Evan Tanner,TKO,2008-03-01,"Columbus, Ohio",Middleweight,-115.0,100.0,Japanese,0.0,0.0,1.0
1562,Yushin Okami,1,Jason MacDonald,Decision,2007-10-20,"Cincinnati, Ohio",Middleweight,-135.0,100.0,Japanese,1.0,0.0,0.0
1563,Yushin Okami,0,Rich Franklin,Decision,2007-06-16,Belfast,Middleweight,160.0,-100.0,Japanese,0.0,0.0,0.0
1564,Maiquel Falcao,1,Gerald Harris,Decision,2010-11-20,"Auburn Hills, Michigan",Middleweight,225.0,225.0,Brazilian,0.0,0.0,0.0
1565,Diego Sanchez,1,Ross Pearson,Decision,2014-06-07,"Albuquerque, New Mexico",Lightweight/Welterweight/Middleweight,-110.0,100.0,American,2.0,1.0,5.0
1566,Diego Sanchez,0,Myles Jury,Decision,2014-03-15,"Dallas, Texas",Lightweight/Welterweight/Middleweight,160.0,-100.0,American,1.0,1.0,5.0
1567,Diego Sanchez,0,Gilbert Melendez,Decision,2013-10-19,"Houston, Texas",Lightweight/Welterweight/Middleweight,260.0,-100.0,American,0.0,1.0,5.0
1568,Diego Sanchez,1,Takanori Gomi,Decision,2013-03-03,Saitama,Lightweight/Welterweight/Middleweight,-380.0,100.0,American,1.0,1.0,4.0
1569,Diego Sanchez,0,Jake Ellenberger,Decision,2012-02-15,"Omaha, Nebraska",Lightweight/Welterweight/Middleweight,175.0,-100.0,American,0.0,1.0,4.0
1570,Diego Sanchez,1,Martin Kampmann,Decision,2011-03-03,"Louisville, Kentucky",Lightweight/Welterweight/Middleweight,135.0,135.0,American,0.0,1.0,3.0
1571,Diego Sanchez,1,Paulo Thiago,Decision,2010-10-23,"Anaheim, California",Lightweight/Welterweight/Middleweight,150.0,150.0,American,2.0,1.0,2.0
1572,Diego Sanchez,0,John Hathaway,Decision,2010-05-29,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,-588.0,-588.0,American,1.0,1.0,2.0
1573,Diego Sanchez,0,B.J. Penn,TKO,2009-12-12,"Memphis, Tennessee",Lightweight/Welterweight/Middleweight,150.0,-100.0,American,0.0,1.0,2.0
1574,Diego Sanchez,1,Clay Guida,Decision,2009-06-20,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,-275.0,100.0,American,0.0,1.0,1.0
1575,Diego Sanchez,1,Joe Stevenson,Decision,2009-02-21,London,Lightweight/Welterweight/Middleweight,-180.0,100.0,American,0.0,1.0,0.0
1576,Diego Sanchez,1,Luigi Fioravanti,TKO,2008-06-21,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,-435.0,100.0,American,0.0,0.0,0.0
1577,Diego Sanchez,1,David Bielkheden,Submission,2008-03-01,"Columbus, Ohio",Lightweight/Welterweight/Middleweight,-550.0,100.0,American,1.0,0.0,0.0
1578,Diego Sanchez,0,Jon Fitch,Decision,2007-09-22,"Anaheim, California",Lightweight/Welterweight/Middleweight,165.0,-100.0,American,0.0,0.0,0.0
1579,Brian Melancon,0,Kelvin Gastelum,Submission,2013-08-28,"Indianapolis, Indiana",Lightweight/Welterweight,131.0,-100.0,American,0.0,1.0,0.0
1580,Brian Melancon,1,Seth Baczynski,TKO,2013-07-06,"Las Vegas, Nevada, United States",Lightweight/Welterweight,210.0,210.0,American,0.0,0.0,0.0
1581,Akihiro Gono,0,Jon Fitch,Decision,2009-01-31,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,450.0,-100.0,Japanese,1.0,0.0,0.0
1582,Akihiro Gono,0,Dan Hardy,Decision,2008-10-18,Birmingham,Lightweight/Welterweight/Middleweight,-235.0,-235.0,Japanese,0.0,0.0,0.0
1583,Akihiro Gono,1,Tamdan McCrory,Submission,2007-11-17,Newark,Lightweight/Welterweight/Middleweight,-275.0,100.0,Japanese,0.0,0.0,0.0
1584,Antoni Hardonk,0,Pat Barry,TKO,2009-10-24,"Los Angeles, California",Heavyweight,-115.0,-115.0,Dutch,1.0,3.0,0.0
1585,Antoni Hardonk,0,Cheick Kongo,TKO,2009-04-18,Montreal,Heavyweight,250.0,-100.0,Dutch,0.0,3.0,0.0
1586,Antoni Hardonk,1,Mike Wessel,TKO,2008-12-27,"Las Vegas, Nevada, United States",Heavyweight,-500.0,100.0,Dutch,0.0,2.0,0.0
1587,Antoni Hardonk,1,Eddie Sanchez,TKO,2008-06-07,"London, England",Heavyweight,-275.0,100.0,Dutch,0.0,1.0,0.0
1588,Antoni Hardonk,1,Colin Robinson,TKO,2008-01-19,"Newcastle upon Tyne, England",Heavyweight,-245.0,100.0,Dutch,1.0,0.0,0.0
1589,Antoni Hardonk,0,Frank Mir,Submission,2007-08-25,"Las Vegas, Nevada, United States",Heavyweight,-120.0,-120.0,Dutch,0.0,0.0,0.0
1590,Augusto Montano,0,Cathal Pendred,Decision,2015-06-13,Mexico City,Welterweight/Middleweight,-170.0,-170.0,Mexican,0.0,1.0,0.0
1591,Augusto Montano,1,Chris Heatherly,TKO,2014-11-15,Mexico City,Welterweight/Middleweight,-185.0,100.0,Mexican,0.0,0.0,0.0
1592,Shane Howell,0,Paddy Holohan,Decision,2015-01-18,"Boston, Massachusetts",Bantamweight/Flyweight,205.0,-100.0,American,1.0,0.0,0.0
1593,Shane Howell,0,Ray Borg,Submission,2014-06-28,"San Antonio, Texas",Bantamweight/Flyweight,400.0,-100.0,American,0.0,0.0,0.0
1594,Bart Palaszewski,0,Cole Miller,Submission,2013-04-13,"Las Vegas, Nevada, United States",Featherweight/Lightweight/Welterweight,-190.0,-190.0,Polish-American,2.0,1.0,0.0
1595,Bart Palaszewski,0,Diego Nunes,Decision,2012-10-05,"Minneapolis, Minnesota, United States",Featherweight/Lightweight/Welterweight,200.0,-100.0,Polish-American,1.0,1.0,0.0
1596,Bart Palaszewski,0,Hatsu Hioki,Decision,2012-02-26,"Saitama, Saitama",Featherweight/Lightweight/Welterweight,155.0,-100.0,Polish-American,0.0,1.0,0.0
1597,Bart Palaszewski,1,Tyson Griffin,TKO,2011-10-29,"Las Vegas, Nevada, United States",Featherweight/Lightweight/Welterweight,240.0,240.0,Polish-American,0.0,0.0,0.0
1598,Denis Kang,0,Michael Bisping,TKO,2009-11-14,Manchester,Middleweight/Light Heavyweight/Heavyweight,-195.0,-195.0,Canadian,0.0,0.0,1.0
1599,Denis Kang,1,Xavier Foupa-Pokam,Decision,2009-04-18,Montreal,Middleweight/Light Heavyweight/Heavyweight,-245.0,100.0,Canadian,1.0,0.0,0.0
1600,Denis Kang,0,Alan Belcher,Submission,2009-01-17,Dublin,Middleweight/Light Heavyweight/Heavyweight,-500.0,-500.0,Canadian,0.0,0.0,0.0
1601,Hector Urbina,1,Edgar Garcia,Submission,2014-11-15,Mexico City,Welterweight/Middleweight,190.0,190.0,American,0.0,0.0,0.0
1602,Andy Ogle,0,Makwan Amirkhani,TKO,2015-01-24,Stockholm,Featherweight/Lightweight,-125.0,-125.0,English,3.0,0.0,1.0
1603,Andy Ogle,0,Maximo Blanco,Decision,2014-05-31,Berlin,Featherweight/Lightweight,165.0,-100.0,English,2.0,0.0,1.0
1604,Andy Ogle,0,Charles Oliveira,Submission,2014-02-15,Jaragua do Sul,Featherweight/Lightweight,500.0,-100.0,English,1.0,0.0,1.0
1605,Andy Ogle,0,Cole Miller,Decision,2013-10-26,Manchester,Featherweight/Lightweight,175.0,-100.0,English,0.0,0.0,1.0
1606,Andy Ogle,1,Josh Grispi,Decision,2013-02-16,London,Featherweight/Lightweight,170.0,170.0,English,1.0,0.0,0.0
1607,Andy Ogle,0,Akira Corassani,Decision,2012-09-29,Nottingham,Featherweight/Lightweight,-200.0,-200.0,English,0.0,0.0,0.0
1608,Matt Arroyo,0,Dan Cramer,Decision,2009-01-31,"Las Vegas, Nevada",Welterweight,-205.0,-205.0,American,1.0,0.0,0.0
1609,Matt Arroyo,0,Matt Brown,TKO,2008-06-21,"Las Vegas, Nevada",Welterweight,-150.0,-150.0,American,0.0,0.0,0.0
1610,Matt Arroyo,1,John Kolosci,Submission,2007-12-08,"Las Vegas, Nevada",Welterweight,-310.0,100.0,American,0.0,0.0,0.0
1611,Clay Harvison,0,DaMarques Johnson,TKO,2011-11-12,"Anaheim, California",Lightweight/Welterweight,200.0,-100.0,American,1.0,0.0,1.0
1612,Clay Harvison,0,Seth Baczynski,Submission,2011-09-17,"New Orleans, Louisiana",Lightweight/Welterweight,-115.0,-115.0,American,0.0,0.0,1.0
1613,Clay Harvison,1,Justin Edwards,Decision,2011-06-04,Las Vegas,Lightweight/Welterweight,140.0,140.0,American,0.0,0.0,0.0
1614,Cody Garbrandt,1,Henry Briones,Decision,2015-07-11,"Las Vegas, Nevada",Bantamweight/Featherweight,-380.0,100.0,American,0.0,1.0,0.0
1615,Cody Garbrandt,1,Marcus Brimage,TKO,2015-01-03,"Las Vegas, Nevada",Bantamweight/Featherweight,190.0,190.0,American,0.0,0.0,0.0
1616,Diego Brandao,1,Jimy Hettes,TKO,2015-04-18,"Newark, New Jersey",Featherweight,-170.0,100.0,Brazilian,2.0,0.0,2.0
1617,Diego Brandao,0,Conor McGregor,TKO,2014-07-19,Dublin,Featherweight,255.0,-100.0,Brazilian,1.0,0.0,2.0
1618,Diego Brandao,0,Dustin Poirier,TKO,2013-12-28,"Las Vegas, Nevada",Featherweight,130.0,-100.0,Brazilian,0.0,0.0,2.0
1619,Diego Brandao,1,Daniel Pineda,Decision,2013-08-17,"Boston, Massachusetts",Featherweight,-270.0,100.0,Brazilian,0.0,0.0,1.0
1620,Diego Brandao,1,Pablo Garza,Submission,2013-04-06,Stockholm,Featherweight,-208.0,100.0,Brazilian,0.0,0.0,1.0
1621,Diego Brandao,1,Joey Gambino,Decision,2012-10-13,Rio de Janeiro,Featherweight,-170.0,100.0,Brazilian,1.0,0.0,0.0
1622,Diego Brandao,0,Darren Elkins,Decision,2012-05-26,Las Vegas,Featherweight,-500.0,-500.0,Brazilian,0.0,0.0,0.0
1623,Diego Brandao,1,Dennis Bermudez,Submission,2011-12-03,Las Vegas,Featherweight,-355.0,100.0,Brazilian,0.0,0.0,0.0
1624,Cody Donovan,0,Nikita Krylov,TKO,2014-07-19,Dublin,Light Heavyweight/Heavyweight,-118.0,-118.0,American,2.0,1.0,0.0
1625,Cody Donovan,0,Gian Villante,TKO,2013-11-16,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,250.0,-100.0,American,1.0,1.0,0.0
1626,Cody Donovan,0,Ovince Saint Preux,TKO,2013-08-17,"Boston, Massachusetts",Light Heavyweight/Heavyweight,175.0,-100.0,American,0.0,1.0,0.0
1627,Cody Donovan,1,Nick Penner,TKO,2012-12-15,Gold Coast,Light Heavyweight/Heavyweight,-115.0,100.0,American,0.0,0.0,0.0
1628,Sam Alvey,0,Derek Brunson,TKO,2015-08-08,"Nashville, Tennessee",Welterweight/Middleweight/Light Heavyweight/Heavyweight,160.0,-100.0,American,0.0,3.0,0.0
1629,Sam Alvey,1,Dan Kelly,TKO,2015-05-10,Adelaide,Welterweight/Middleweight/Light Heavyweight/Heavyweight,-290.0,100.0,American,0.0,2.0,0.0
1630,Sam Alvey,1,Cezar Ferreira,TKO,2015-02-22,Porto Alegre,Welterweight/Middleweight/Light Heavyweight/Heavyweight,185.0,185.0,American,0.0,1.0,0.0
1631,Sam Alvey,1,Dylan Andrews,TKO,2014-11-08,Sydney,Welterweight/Middleweight/Light Heavyweight/Heavyweight,-110.0,100.0,American,1.0,0.0,0.0
1632,Sam Alvey,0,Tom Watson,Decision,2014-08-16,"Bangor, Maine",Welterweight/Middleweight/Light Heavyweight/Heavyweight,-160.0,-160.0,American,0.0,0.0,0.0
1633,Jessica Rakoczy,0,Valerie Letourneau,Decision,2015-04-25,"Montreal, Quebec",Strawweight/Bantamweight/Flyweight/Lightweight,165.0,-100.0,Canadian,0.0,0.0,0.0
1635,Leandro Issa,0,Iuri Alcantara,Decision,2015-08-01,Rio de Janeiro,Bantamweight/Featherweight,335.0,-100.0,Brazil,0.0,0.0,0.0
1636,Leandro Issa,1,Ulka Sasaki,Submission,2014-12-20,Barueri,Bantamweight/Featherweight,285.0,285.0,Brazil,0.0,0.0,0.0
1637,Leandro Issa,1,Jumabieke Tuerxun,Submission,2014-07-06,"Las Vegas, Nevada",Bantamweight/Featherweight,-110.0,100.0,Brazil,1.0,0.0,0.0
1638,Leandro Issa,0,Russell Doane,Submission,2014-01-04,Marina Bay,Bantamweight/Featherweight,-190.0,-190.0,Brazil,0.0,0.0,0.0
1640,Anderson Silva,0,Chris Weidman,TKO,2013-12-28,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-175.0,-175.0,Brazilian,1.0,9.0,2.0
1641,Anderson Silva,0,Chris Weidman,TKO,2013-07-06,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-215.0,-215.0,Brazilian,0.0,9.0,2.0
1642,Anderson Silva,1,Stephan Bonnar,TKO,2012-10-13,Rio de Janeiro,Middleweight/Light Heavyweight/Heavyweight,-1350.0,100.0,Brazilian,0.0,8.0,2.0
1643,Anderson Silva,1,Chael Sonnen,TKO,2012-07-07,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-235.0,100.0,Brazilian,0.0,7.0,2.0
1644,Anderson Silva,1,Yushin Okami,TKO,2011-08-27,Rio de Janeiro,Middleweight/Light Heavyweight/Heavyweight,-425.0,100.0,Brazilian,0.0,6.0,2.0
1645,Anderson Silva,1,Vitor Belfort,TKO,2011-02-05,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-325.0,100.0,Brazilian,0.0,5.0,2.0
1646,Anderson Silva,1,Chael Sonnen,Submission,2010-08-07,"Oakland, California",Middleweight/Light Heavyweight/Heavyweight,-450.0,100.0,Brazilian,0.0,5.0,2.0
1647,Anderson Silva,1,Demian Maia,Decision,2010-04-10,Abu Dhabi,Middleweight/Light Heavyweight/Heavyweight,-425.0,100.0,Brazilian,0.0,5.0,1.0
1648,Anderson Silva,1,Forrest Griffin,TKO,2009-08-08,"Philadelphia, Pennsylvania",Middleweight/Light Heavyweight/Heavyweight,-240.0,100.0,Brazilian,0.0,4.0,1.0
1649,Anderson Silva,1,Thales Leites,Decision,2009-04-18,"Montreal, Quebec",Middleweight/Light Heavyweight/Heavyweight,-275.0,100.0,Brazilian,0.0,4.0,0.0
1650,Anderson Silva,1,Patrick Cote,TKO,2008-10-25,"Rosemont, Illinois",Middleweight/Light Heavyweight/Heavyweight,-370.0,100.0,Brazilian,0.0,3.0,0.0
1651,Anderson Silva,1,James Irvin,TKO,2008-07-19,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-600.0,100.0,Brazilian,0.0,2.0,0.0
1652,Anderson Silva,1,Dan Henderson,Submission,2008-03-01,"Columbus, Ohio",Middleweight/Light Heavyweight/Heavyweight,-140.0,100.0,Brazilian,0.0,2.0,0.0
1653,Anderson Silva,1,Rich Franklin,TKO,2007-10-20,"Cincinnati, Ohio",Middleweight/Light Heavyweight/Heavyweight,-300.0,100.0,Brazilian,0.0,1.0,0.0
1654,Anderson Silva,1,Nate Marquardt,TKO,2007-07-07,"Sacramento, California",Middleweight/Light Heavyweight/Heavyweight,-190.0,100.0,Brazilian,0.0,0.0,0.0
1655,Jorge Masvidal,1,Cezar Ferreira,TKO,2015-07-12,"Las Vegas, Nevada",Lightweight/Welterweight,-300.0,100.0,"American, Cuban, and Peruvian",1.0,0.0,4.0
1656,Jorge Masvidal,0,Al Iaquinta,Decision,2015-04-04,"Fairfax, Virginia",Lightweight/Welterweight,-190.0,-190.0,"American, Cuban, and Peruvian",0.0,0.0,4.0
1657,Jorge Masvidal,1,James Krause,Decision,2014-09-27,"Las Vegas, Nevada",Lightweight/Welterweight,-405.0,100.0,"American, Cuban, and Peruvian",0.0,0.0,3.0
1658,Jorge Masvidal,1,Daron Cruickshank,Decision,2014-07-26,"San Jose, California",Lightweight/Welterweight,-300.0,100.0,"American, Cuban, and Peruvian",0.0,0.0,2.0
1659,Jorge Masvidal,1,Pat Healy,Decision,2014-04-19,"Orlando, Florida",Lightweight/Welterweight,-190.0,100.0,"American, Cuban, and Peruvian",1.0,0.0,1.0
1660,Jorge Masvidal,0,Rustam Khabilov,Decision,2013-11-06,"Fort Campbell, Kentucky",Lightweight/Welterweight,180.0,-100.0,"American, Cuban, and Peruvian",0.0,0.0,1.0
1661,Jorge Masvidal,1,Michael Chiesa,Submission,2013-07-27,"Seattle, Washington",Lightweight/Welterweight,-140.0,100.0,"American, Cuban, and Peruvian",0.0,0.0,1.0
1662,Jorge Masvidal,1,Tim Means,Decision,2013-04-20,"San Jose, California",Lightweight/Welterweight,-165.0,100.0,"American, Cuban, and Peruvian",0.0,0.0,0.0
1663,Nate Mohr,0,Dennis Siver,TKO,2009-01-17,Dublin,Lightweight,130.0,-100.0,American,1.0,0.0,0.0
1664,Nate Mohr,0,Manvel Gamburyan,Submission,2007-12-29,"Las Vegas, Nevada",Lightweight,240.0,-100.0,American,0.0,0.0,0.0
1665,Mackens Semerzier,0,Daniel Pineda,Submission,2012-03-03,Sydney,Featherweight,-170.0,-170.0,American,0.0,0.0,0.0
1667,Mackens Semerzier,1,Alex Caceres,Submission,2011-03-26,"Seattle, Washington",Featherweight,-220.0,100.0,American,0.0,0.0,0.0
1668,Robbie Peralta,0,Clay Guida,Decision,2015-04-04,"Fairfax, Virginia",Featherweight/Lightweight,170.0,-100.0,American,1.0,2.0,2.0
1669,Robbie Peralta,0,Thiago Tavares,Submission,2014-08-16,"Bangor, Maine",Featherweight/Lightweight,125.0,-100.0,American,0.0,2.0,2.0
1670,Robbie Peralta,1,Rony Jason,Decision,2014-05-31,Sao Paulo,Featherweight/Lightweight,150.0,150.0,American,0.0,2.0,1.0
1671,Robbie Peralta,1,Estevan Payan,TKO,2013-12-28,"Las Vegas, Nevada",Featherweight/Lightweight,-260.0,100.0,American,1.0,1.0,1.0
1672,Robbie Peralta,0,Akira Corassani,Decision,2013-04-06,Stockholm,Featherweight/Lightweight,-350.0,-350.0,American,0.0,1.0,1.0
1673,Robbie Peralta,1,Jason Young,TKO,2012-09-29,Nottingham,Featherweight/Lightweight,-140.0,100.0,American,0.0,0.0,1.0
1675,Robbie Peralta,1,Mike Lullo,Decision,2011-09-17,"New Orleans, Louisiana",Featherweight/Lightweight,-170.0,100.0,American,0.0,0.0,0.0
1676,Johnny Eduardo,1,Eddie Wineland,TKO,2014-05-10,"Cincinnati, Ohio",Bantamweight,305.0,305.0,Brazilian,0.0,0.0,1.0
1677,Johnny Eduardo,1,Jeff Curran,Decision,2012-05-15,"Fairfax, Virginia",Bantamweight,140.0,140.0,Brazilian,1.0,0.0,0.0
1678,Johnny Eduardo,0,Raphael Assuncao,Decision,2011-08-27,Rio de Janeiro,Bantamweight,-115.0,-115.0,Brazilian,0.0,0.0,0.0
1679,James Vick,1,Jake Matthews,Submission,2015-05-10,Adelaide,Lightweight,150.0,150.0,American,0.0,0.0,2.0
1680,James Vick,1,Nick Hein,Decision,2014-11-22,"Austin, Texas",Lightweight,-280.0,100.0,American,0.0,0.0,1.0
1681,James Vick,1,Valmir Lazaro,Decision,2014-08-23,"Tulsa, Oklahoma",Lightweight,-165.0,100.0,American,0.0,0.0,0.0
1682,James Vick,1,Ramsey Nijem,Submission,2013-08-17,"Boston, Massachusetts",Lightweight,240.0,240.0,American,0.0,0.0,0.0
